country,year,sex,age,suicides_no,population,
Cuba,1905,male,35-54 years,407.00,1862869.00,
Cuba,1905,male,5-14 years,1.00,734932.00,
Cuba,1905,male,55-74 years,320.00,925603.00,
Cuba,1905,male,75+ years,199.00,248256.00,
Cuba,1905,female,15-24 years,12.00,779355.00,
Cuba,1905,female,25-34 years,23.00,705886.00,
Cuba,1905,female,35-54 years,123.00,1877452.00,
Cuba,1905,female,5-14 years,3.00,675592.00,
Cuba,1905,female,55-74 years,131.00,982121.00,
Cuba,1905,female,75+ years,44.00,329543.00,
Cuba,1905,male,15-24 years,62.00,822661.00,
Cuba,1905,male,25-34 years,122.00,726718.00,
Cuba,1905,male,35-54 years,428.00,1884290.00,
Cuba,1905,male,5-14 years,1.00,718727.00,
Cuba,1905,male,55-74 years,318.00,950445.00,
Cuba,1905,male,75+ years,210.00,255440.00,
Cuba,1905,female,15-24 years,18.00,771457.00,
Cuba,1905,female,25-34 years,17.00,688810.00,
Cuba,1905,female,35-54 years,105.00,1893737.00,
Cuba,1905,female,5-14 years,7.00,660046.00,
Cuba,1905,female,55-74 years,142.00,1005594.00,
Cuba,1905,female,75+ years,40.00,340480.00,
Cuba,1905,male,15-24 years,67.00,817305.00,
Cuba,1905,male,25-34 years,102.00,710089.00,
Cuba,1905,male,35-54 years,476.00,1899890.00,
Cuba,1905,male,5-14 years,4.00,702357.00,
Cuba,1905,male,55-74 years,374.00,972763.00,
Cuba,1905,male,75+ years,206.00,263320.00,
Cuba,1905,female,15-24 years,13.00,761258.00,
Cuba,1905,female,25-34 years,20.00,686162.00,
Cuba,1905,female,35-54 years,106.00,1903248.00,
Cuba,1905,female,5-14 years,3.00,647275.00,
Cuba,1905,female,55-74 years,123.00,1022839.00,
Cuba,1905,female,75+ years,50.00,352169.00,
Cuba,1905,male,15-24 years,75.00,808772.00,
Cuba,1905,male,25-34 years,113.00,707701.00,
Cuba,1905,male,35-54 years,441.00,1909690.00,
Cuba,1905,male,5-14 years,4.00,687609.00,
Cuba,1905,male,55-74 years,345.00,987980.00,
Cuba,1905,male,75+ years,236.00,273331.00,
Cuba,1905,female,15-24 years,25.00,746677.00,
Cuba,1905,female,25-34 years,16.00,696377.00,
Cuba,1905,female,35-54 years,94.00,1906959.00,
Cuba,1905,female,5-14 years,2.00,634193.00,
Cuba,1905,female,55-74 years,107.00,1037368.00,
Cuba,1905,female,75+ years,52.00,364108.00,
Cuba,1905,male,15-24 years,71.00,795384.00,
Cuba,1905,male,25-34 years,108.00,718645.00,
Cuba,1905,male,35-54 years,412.00,1913864.00,
Cuba,1905,male,5-14 years,6.00,672968.00,
Cuba,1905,male,55-74 years,357.00,1000596.00,
Cuba,1905,male,75+ years,245.00,283396.00,
Cuba,1905,female,15-24 years,20.00,729372.00,
Cuba,1905,female,25-34 years,20.00,714544.00,
Cuba,1905,female,35-54 years,94.00,1903641.00,
Cuba,1905,female,5-14 years,4.00,621473.00,
Cuba,1905,female,55-74 years,111.00,1052791.00,
Cuba,1905,female,75+ years,49.00,376280.00,
Cuba,1905,male,15-24 years,47.00,778739.00,
Cuba,1905,male,25-34 years,96.00,738010.00,
Cuba,1905,male,35-54 years,436.00,1911139.00,
Cuba,1905,male,5-14 years,5.00,659106.00,
Cuba,1905,male,55-74 years,401.00,1014211.00,
Cuba,1905,male,75+ years,216.00,293384.00,
Cuba,1905,female,15-24 years,19.00,711945.00,
Cuba,1905,female,25-34 years,12.00,732841.00,
Cuba,1905,female,35-54 years,107.00,1891607.00,
Cuba,1905,female,5-14 years,2.00,610054.00,
Cuba,1905,female,55-74 years,116.00,1074729.00,
Cuba,1905,female,75+ years,51.00,388520.00,
Cuba,1905,male,15-24 years,62.00,761440.00,
Cuba,1905,male,25-34 years,97.00,758006.00,
Cuba,1905,male,35-54 years,409.00,1899900.00,
Cuba,1905,male,5-14 years,9.00,646878.00,
Cuba,1905,male,55-74 years,348.00,1034381.00,
Cuba,1905,male,75+ years,221.00,303110.00,
Cuba,1905,female,15-24 years,17.00,696005.00,
Cuba,1905,female,25-34 years,21.00,746139.00,
Cuba,1905,female,35-54 years,102.00,1870168.00,
Cuba,1905,female,5-14 years,0.00,600657.00,
Cuba,1905,female,55-74 years,104.00,1106391.00,
Cuba,1905,female,75+ years,56.00,400826.00,
Cuba,1905,male,15-24 years,56.00,745157.00,
Cuba,1905,male,25-34 years,82.00,773518.00,
Cuba,1905,male,35-54 years,418.00,1879569.00,
Cuba,1905,male,5-14 years,4.00,636828.00,
Cuba,1905,male,55-74 years,394.00,1064263.00,
Cuba,1905,male,75+ years,257.00,312547.00,
Cyprus,1905,female,15-24 years,0.00,73855.00,
Cyprus,1905,female,25-34 years,0.00,70201.00,
Cyprus,1905,female,35-54 years,0.00,119889.00,
Cyprus,1905,female,5-14 years,0.00,69281.00,
Cyprus,1905,female,55-74 years,0.00,69881.00,
Cyprus,1905,female,75+ years,0.00,22730.00,
Cyprus,1905,male,15-24 years,0.00,81348.00,
Cyprus,1905,male,25-34 years,0.00,72963.00,
Cyprus,1905,male,35-54 years,0.00,122486.00,
Cyprus,1905,male,5-14 years,0.00,73496.00,
Cyprus,1905,male,55-74 years,1.00,63504.00,
Cyprus,1905,male,75+ years,0.00,17099.00,
Cyprus,1905,female,15-24 years,0.00,75880.00,
Cyprus,1905,female,25-34 years,0.00,71455.00,
Cyprus,1905,female,35-54 years,0.00,122632.00,
Cyprus,1905,female,5-14 years,0.00,69500.00,
Cyprus,1905,female,55-74 years,0.00,72098.00,
Cyprus,1905,female,75+ years,0.00,23228.00,
Cyprus,1905,male,15-24 years,0.00,84119.00,
Cyprus,1905,male,25-34 years,5.00,73992.00,
Cyprus,1905,male,35-54 years,2.00,125288.00,
Cyprus,1905,male,5-14 years,0.00,73737.00,
Cyprus,1905,male,55-74 years,0.00,66009.00,
Cyprus,1905,male,75+ years,0.00,17291.00,
Cyprus,1905,female,15-24 years,,54859.00,
Cyprus,1905,female,25-34 years,,52521.00,
Cyprus,1905,female,35-54 years,,101589.00,
Cyprus,1905,female,5-14 years,,52071.00,
Cyprus,1905,female,55-74 years,,61502.00,
Cyprus,1905,female,75+ years,,20292.00,
Cyprus,1905,male,15-24 years,,56933.00,
Cyprus,1905,male,25-34 years,,47848.00,
Cyprus,1905,male,35-54 years,,97177.00,
Cyprus,1905,male,5-14 years,,55071.00,
Cyprus,1905,male,55-74 years,,56016.00,
Cyprus,1905,male,75+ years,,15222.00,
Cyprus,1905,female,15-24 years,,55587.00,
Cyprus,1905,female,25-34 years,,52976.00,
Cyprus,1905,female,35-54 years,,102749.00,
Cyprus,1905,female,5-14 years,,51164.00,
Cyprus,1905,female,55-74 years,,63460.00,
Cyprus,1905,female,75+ years,,21724.00,
Cyprus,1905,male,15-24 years,,57895.00,
Cyprus,1905,male,25-34 years,,48711.00,
Cyprus,1905,male,35-54 years,,97830.00,
Cyprus,1905,male,5-14 years,,54190.00,
Cyprus,1905,male,55-74 years,,58273.00,
Cyprus,1905,male,75+ years,,16190.00,
Cyprus,1905,female,15-24 years,0.00,56410.00,
Cyprus,1905,female,25-34 years,1.00,54147.00,
Cyprus,1905,female,35-54 years,1.00,104038.00,
Cyprus,1905,female,5-14 years,0.00,50624.00,
Cyprus,1905,female,55-74 years,0.00,65412.00,
Cyprus,1905,female,75+ years,0.00,22299.00,
Cyprus,1905,male,15-24 years,0.00,59250.00,
Cyprus,1905,male,25-34 years,0.00,49934.00,
Cyprus,1905,male,35-54 years,3.00,98485.00,
Cyprus,1905,male,5-14 years,0.00,53202.00,
Cyprus,1905,male,55-74 years,2.00,60428.00,
Cyprus,1905,male,75+ years,0.00,16387.00,
Cyprus,1905,female,15-24 years,1.00,57341.00,
Cyprus,1905,female,25-34 years,0.00,55734.00,
Cyprus,1905,female,35-54 years,1.00,105435.00,
Cyprus,1905,female,5-14 years,0.00,49682.00,
Cyprus,1905,female,55-74 years,3.00,67452.00,
Cyprus,1905,female,75+ years,0.00,22842.00,
Cyprus,1905,male,15-24 years,2.00,60126.00,
Cyprus,1905,male,25-34 years,2.00,51837.00,
Cyprus,1905,male,35-54 years,4.00,99191.00,
Cyprus,1905,male,5-14 years,0.00,52329.00,
Cyprus,1905,male,55-74 years,4.00,62661.00,
Cyprus,1905,male,75+ years,0.00,16633.00,
Cyprus,1905,female,15-24 years,0.00,58243.00,
Cyprus,1905,female,25-34 years,1.00,57514.00,
Cyprus,1905,female,35-54 years,3.00,107098.00,
Cyprus,1905,female,5-14 years,0.00,48947.00,
Cyprus,1905,female,55-74 years,3.00,69357.00,
Cyprus,1905,female,75+ years,0.00,23595.00,
Cyprus,1905,male,15-24 years,1.00,61353.00,
Cyprus,1905,male,25-34 years,4.00,53856.00,
Cyprus,1905,male,35-54 years,2.00,100123.00,
Cyprus,1905,male,5-14 years,0.00,51269.00,
Cyprus,1905,male,55-74 years,5.00,64866.00,
Cyprus,1905,male,75+ years,0.00,17205.00,
Cyprus,1905,female,15-24 years,0.00,60276.00,
Cyprus,1905,female,25-34 years,2.00,59428.00,
Cyprus,1905,female,35-54 years,1.00,109618.00,
Cyprus,1905,female,5-14 years,0.00,47379.00,
Cyprus,1905,female,55-74 years,1.00,71415.00,
Cyprus,1905,female,75+ years,0.00,24362.00,
Cyprus,1905,male,15-24 years,3.00,63227.00,
Cyprus,1905,male,25-34 years,4.00,55768.00,
Cyprus,1905,male,35-54 years,3.00,101951.00,
Cyprus,1905,male,5-14 years,0.00,49978.00,
Cyprus,1905,male,55-74 years,3.00,67267.00,
Cyprus,1905,male,75+ years,2.00,17897.00,
Cyprus,1905,female,15-24 years,0.00,61894.00,
Cyprus,1905,female,25-34 years,3.00,62348.00,
Cyprus,1905,female,35-54 years,5.00,112837.00,
Cyprus,1905,female,5-14 years,0.00,46407.00,
Cyprus,1905,female,55-74 years,2.00,73788.00,
Cyprus,1905,female,75+ years,0.00,25015.00,
Cyprus,1905,male,15-24 years,3.00,64765.00,
Cyprus,1905,male,25-34 years,7.00,58499.00,
Cyprus,1905,male,35-54 years,16.00,104052.00,
Cyprus,1905,male,5-14 years,0.00,49044.00,
Cyprus,1905,male,55-74 years,3.00,69949.00,
Cyprus,1905,male,75+ years,2.00,18436.00,
Cyprus,1905,female,15-24 years,0.00,63385.00,
Cyprus,1905,female,25-34 years,2.00,66001.00,
Cyprus,1905,female,35-54 years,4.00,116224.00,
Cyprus,1905,female,5-14 years,0.00,45750.00,
Cyprus,1905,female,55-74 years,0.00,76382.00,
Cyprus,1905,female,75+ years,1.00,25758.00,
Cyprus,1905,male,15-24 years,5.00,66107.00,
Cyprus,1905,male,25-34 years,6.00,61663.00,
Cyprus,1905,male,35-54 years,7.00,105858.00,
Cyprus,1905,male,5-14 years,0.00,48319.00,
Cyprus,1905,male,55-74 years,4.00,72713.00,
Cyprus,1905,male,75+ years,3.00,19014.00,
Cyprus,1905,female,15-24 years,3.00,64577.00,
Cyprus,1905,female,25-34 years,0.00,69866.00,
Cyprus,1905,female,35-54 years,4.00,119200.00,
Cyprus,1905,female,5-14 years,0.00,45354.00,
Cyprus,1905,female,55-74 years,1.00,79168.00,
Cyprus,1905,female,75+ years,0.00,26570.00,
Cyprus,1905,male,15-24 years,4.00,67097.00,
Cyprus,1905,male,25-34 years,7.00,65092.00,
Cyprus,1905,male,35-54 years,9.00,107241.00,
Cyprus,1905,male,5-14 years,0.00,47682.00,
Cyprus,1905,male,55-74 years,7.00,75567.00,
Cyprus,1905,male,75+ years,3.00,19667.00,
Cyprus,1905,female,15-24 years,0.00,64690.00,
Cyprus,1905,female,25-34 years,0.00,73838.00,
Cyprus,1905,female,35-54 years,3.00,122543.00,
Cyprus,1905,female,5-14 years,0.00,44757.00,
Cyprus,1905,female,55-74 years,1.00,80672.00,
Cyprus,1905,female,75+ years,1.00,25937.00,
Cyprus,1905,male,15-24 years,3.00,67311.00,
Cyprus,1905,male,25-34 years,0.00,68773.00,
Cyprus,1905,male,35-54 years,12.00,108755.00,
Cyprus,1905,male,5-14 years,0.00,47189.00,
Cyprus,1905,male,55-74 years,8.00,77047.00,
Cyprus,1905,male,75+ years,2.00,19308.00,
Cyprus,1905,female,15-24 years,0.00,63355.00,
Cyprus,1905,female,25-34 years,1.00,75365.00,
Cyprus,1905,female,35-54 years,1.00,125423.00,
Cyprus,1905,female,5-14 years,0.00,44613.00,
Cyprus,1905,female,55-74 years,0.00,83946.00,
Cyprus,1905,female,75+ years,0.00,27031.00,
Cyprus,1905,male,15-24 years,6.00,66014.00,
Cyprus,1905,male,25-34 years,9.00,70596.00,
Cyprus,1905,male,35-54 years,14.00,110616.00,
Cyprus,1905,male,5-14 years,0.00,47222.00,
Cyprus,1905,male,55-74 years,5.00,79804.00,
Cyprus,1905,male,75+ years,0.00,20320.00,
Cyprus,1905,female,15-24 years,0.00,59969.00,
Cyprus,1905,female,25-34 years,0.00,73849.00,
Cyprus,1905,female,35-54 years,4.00,125846.00,
Cyprus,1905,female,5-14 years,0.00,44407.00,
Cyprus,1905,female,55-74 years,1.00,86452.00,
Cyprus,1905,female,75+ years,0.00,28320.00,
Cyprus,1905,male,15-24 years,8.00,62893.00,
Cyprus,1905,male,25-34 years,8.00,70521.00,
Cyprus,1905,male,35-54 years,11.00,110593.00,
Cyprus,1905,male,5-14 years,0.00,46914.00,
Cyprus,1905,male,55-74 years,10.00,81903.00,
Cyprus,1905,male,75+ years,3.00,21349.00,
Cyprus,1905,female,15-24 years,3.00,59114.00,
Cyprus,1905,female,25-34 years,4.00,72330.00,
Cyprus,1905,female,35-54 years,1.00,122485.00,
Cyprus,1905,female,5-14 years,0.00,44760.00,
Cyprus,1905,female,55-74 years,5.00,87152.00,
Cyprus,1905,female,75+ years,0.00,29382.00,
Cyprus,1905,male,15-24 years,2.00,60975.00,
Cyprus,1905,male,25-34 years,8.00,68555.00,
Cyprus,1905,male,35-54 years,13.00,107823.00,
Cyprus,1905,male,5-14 years,0.00,47104.00,
Cyprus,1905,male,55-74 years,7.00,82766.00,
Cyprus,1905,male,75+ years,1.00,22372.00,
Cyprus,1905,female,15-24 years,1.00,58123.00,
Cyprus,1905,female,25-34 years,2.00,70765.00,
Cyprus,1905,female,35-54 years,3.00,118975.00,
Cyprus,1905,female,5-14 years,0.00,44693.00,
Cyprus,1905,female,55-74 years,3.00,87902.00,
Cyprus,1905,female,75+ years,0.00,29924.00,
Cyprus,1905,male,15-24 years,5.00,58308.00,
Cyprus,1905,male,25-34 years,7.00,67482.00,
Cyprus,1905,male,35-54 years,10.00,106371.00,
Cyprus,1905,male,5-14 years,0.00,46906.00,
Cyprus,1905,male,55-74 years,9.00,83627.00,
Cyprus,1905,male,75+ years,0.00,22961.00,
Cyprus,1905,female,15-24 years,0.00,58057.00,
Cyprus,1905,female,25-34 years,1.00,71307.00,
Cyprus,1905,female,35-54 years,3.00,117819.00,
Cyprus,1905,female,5-14 years,0.00,44871.00,
Cyprus,1905,female,55-74 years,1.00,90294.00,
Cyprus,1905,female,75+ years,0.00,31234.00,
Cyprus,1905,male,15-24 years,5.00,58051.00,
Cyprus,1905,male,25-34 years,2.00,68167.00,
Cyprus,1905,male,35-54 years,15.00,106925.00,
Cyprus,1905,male,5-14 years,0.00,46807.00,
Cyprus,1905,male,55-74 years,7.00,85486.00,
Cyprus,1905,male,75+ years,2.00,24004.00,
Czech Republic,1905,female,15-24 years,,674600.00,
Czech Republic,1905,female,25-34 years,,747100.00,
Czech Republic,1905,female,35-54 years,,1328500.00,
Czech Republic,1905,female,5-14 years,,841600.00,
Czech Republic,1905,female,55-74 years,,1045100.00,
Czech Republic,1905,female,75+ years,,348600.00,
Czech Republic,1905,male,15-24 years,,705500.00,
Czech Republic,1905,male,25-34 years,,772200.00,
Czech Republic,1905,male,35-54 years,,1316400.00,
Czech Republic,1905,male,5-14 years,,882400.00,
Czech Republic,1905,male,55-74 years,,819000.00,
Czech Republic,1905,male,75+ years,,171400.00,
Czech Republic,1905,female,15-24 years,34.00,686200.00,
Czech Republic,1905,female,25-34 years,71.00,724700.00,
Czech Republic,1905,female,35-54 years,161.00,1349300.00,
Czech Republic,1905,female,5-14 years,0.00,837400.00,
Czech Republic,1905,female,55-74 years,238.00,1040100.00,
Czech Republic,1905,female,75+ years,127.00,353200.00,
Czech Republic,1905,male,15-24 years,106.00,717300.00,
Czech Republic,1905,male,25-34 years,240.00,751400.00,
Czech Republic,1905,male,35-54 years,519.00,1338700.00,
Czech Republic,1905,male,5-14 years,11.00,878200.00,
Czech Republic,1905,male,55-74 years,410.00,816000.00,
Czech Republic,1905,male,75+ years,249.00,174000.00,
Czech Republic,1905,female,15-24 years,29.00,694000.00,
Czech Republic,1905,female,25-34 years,55.00,715200.00,
Czech Republic,1905,female,35-54 years,143.00,1360200.00,
Czech Republic,1905,female,5-14 years,1.00,832900.00,
Czech Republic,1905,female,55-74 years,197.00,1037200.00,
Czech Republic,1905,female,75+ years,126.00,355800.00,
Czech Republic,1905,male,15-24 years,101.00,725800.00,
Czech Republic,1905,male,25-34 years,229.00,742100.00,
Czech Republic,1905,male,35-54 years,481.00,1350700.00,
Czech Republic,1905,male,5-14 years,8.00,873300.00,
Czech Republic,1905,male,55-74 years,358.00,814600.00,
Czech Republic,1905,male,75+ years,208.00,175200.00,
Czech Republic,1905,female,15-24 years,35.00,709200.00,
Czech Republic,1905,female,25-34 years,49.00,700400.00,
Czech Republic,1905,female,35-54 years,169.00,1381900.00,
Czech Republic,1905,female,5-14 years,1.00,817800.00,
Czech Republic,1905,female,55-74 years,217.00,1029900.00,
Czech Republic,1905,female,75+ years,132.00,361900.00,
Czech Republic,1905,male,15-24 years,112.00,742500.00,
Czech Republic,1905,male,25-34 years,195.00,727600.00,
Czech Republic,1905,male,35-54 years,479.00,1374000.00,
Czech Republic,1905,male,5-14 years,20.00,857000.00,
Czech Republic,1905,male,55-74 years,378.00,810600.00,
Czech Republic,1905,male,75+ years,176.00,178700.00,
Czech Republic,1905,female,15-24 years,30.00,726800.00,
Czech Republic,1905,female,25-34 years,49.00,692100.00,
Czech Republic,1905,female,35-54 years,167.00,1404400.00,
Czech Republic,1905,female,5-14 years,1.00,794300.00,
Czech Republic,1905,female,55-74 years,188.00,1021100.00,
Czech Republic,1905,female,75+ years,111.00,366900.00,
Czech Republic,1905,male,15-24 years,110.00,761500.00,
Czech Republic,1905,male,25-34 years,172.00,720500.00,
Czech Republic,1905,male,35-54 years,510.00,1397900.00,
Czech Republic,1905,male,5-14 years,8.00,831900.00,
Czech Republic,1905,male,55-74 years,374.00,804700.00,
Czech Republic,1905,male,75+ years,192.00,181400.00,
Czech Republic,1905,female,15-24 years,34.00,747900.00,
Czech Republic,1905,female,25-34 years,53.00,684200.00,
Czech Republic,1905,female,35-54 years,150.00,1426600.00,
Czech Republic,1905,female,5-14 years,1.00,767500.00,
Czech Republic,1905,female,55-74 years,196.00,1017200.00,
Czech Republic,1905,female,75+ years,129.00,364700.00,
Czech Republic,1905,male,15-24 years,99.00,783000.00,
Czech Republic,1905,male,25-34 years,176.00,713900.00,
Czech Republic,1905,male,35-54 years,571.00,1421800.00,
Czech Republic,1905,male,5-14 years,5.00,804100.00,
Czech Republic,1905,male,55-74 years,385.00,800800.00,
Czech Republic,1905,male,75+ years,198.00,179200.00,
Czech Republic,1905,female,15-24 years,33.00,766400.00,
Czech Republic,1905,female,25-34 years,45.00,668900.00,
Czech Republic,1905,female,35-54 years,157.00,1443700.00,
Czech Republic,1905,female,5-14 years,1.00,735500.00,
Czech Republic,1905,female,55-74 years,171.00,1024900.00,
Czech Republic,1905,female,75+ years,104.00,352900.00,
Czech Republic,1905,male,15-24 years,116.00,802000.00,
Czech Republic,1905,male,25-34 years,176.00,693100.00,
Czech Republic,1905,male,35-54 years,554.00,1432400.00,
Czech Republic,1905,male,5-14 years,14.00,771400.00,
Czech Republic,1905,male,55-74 years,365.00,805100.00,
Czech Republic,1905,male,75+ years,168.00,171200.00,
Czech Republic,1905,female,15-24 years,22.00,789000.00,
Czech Republic,1905,female,25-34 years,52.00,660200.00,
Czech Republic,1905,female,35-54 years,164.00,1465300.00,
Czech Republic,1905,female,5-14 years,0.00,710300.00,
Czech Republic,1905,female,55-74 years,164.00,1035800.00,
Czech Republic,1905,female,75+ years,104.00,337800.00,
Czech Republic,1905,male,15-24 years,122.00,825400.00,
Czech Republic,1905,male,25-34 years,172.00,685500.00,
Czech Republic,1905,male,35-54 years,623.00,1454300.00,
Czech Republic,1905,male,5-14 years,9.00,745800.00,
Czech Republic,1905,male,55-74 years,394.00,811100.00,
Czech Republic,1905,male,75+ years,165.00,161400.00,
Czech Republic,1905,female,15-24 years,35.00,810500.00,
Czech Republic,1905,female,25-34 years,46.00,655900.00,
Czech Republic,1905,female,35-54 years,159.00,1482300.00,
Czech Republic,1905,female,5-14 years,0.00,687600.00,
Czech Republic,1905,female,55-74 years,155.00,1049400.00,
Czech Republic,1905,female,75+ years,110.00,322400.00,
Czech Republic,1905,male,15-24 years,139.00,847600.00,
Czech Republic,1905,male,25-34 years,159.00,682100.00,
Czech Republic,1905,male,35-54 years,592.00,1472000.00,
Czech Republic,1905,male,5-14 years,12.00,722000.00,
Czech Republic,1905,male,55-74 years,355.00,819300.00,
Czech Republic,1905,male,75+ years,155.00,152300.00,
Czech Republic,1905,female,15-24 years,31.00,828100.00,
Czech Republic,1905,female,25-34 years,41.00,658900.00,
Czech Republic,1905,female,35-54 years,177.00,1491800.00,
Czech Republic,1905,female,5-14 years,2.00,666800.00,
Czech Republic,1905,female,55-74 years,176.00,1057000.00,
Czech Republic,1905,female,75+ years,104.00,314000.00,
Czech Republic,1905,male,15-24 years,148.00,865700.00,
Czech Republic,1905,male,25-34 years,177.00,686000.00,
Czech Republic,1905,male,35-54 years,522.00,1482500.00,
Czech Republic,1905,male,5-14 years,11.00,699800.00,
Czech Republic,1905,male,55-74 years,333.00,825100.00,
Czech Republic,1905,male,75+ years,150.00,148000.00,
Czech Republic,1905,female,15-24 years,35.00,837000.00,
Czech Republic,1905,female,25-34 years,25.00,668100.00,
Czech Republic,1905,female,35-54 years,138.00,1494200.00,
Czech Republic,1905,female,5-14 years,4.00,651600.00,
Czech Republic,1905,female,55-74 years,150.00,1056900.00,
Czech Republic,1905,female,75+ years,97.00,317400.00,
Czech Republic,1905,male,15-24 years,161.00,874900.00,
Czech Republic,1905,male,25-34 years,180.00,695700.00,
Czech Republic,1905,male,35-54 years,524.00,1486300.00,
Czech Republic,1905,male,5-14 years,7.00,683100.00,
Czech Republic,1905,male,55-74 years,280.00,828300.00,
Czech Republic,1905,male,75+ years,132.00,150800.00,
Czech Republic,1905,female,15-24 years,24.00,835700.00,
Czech Republic,1905,female,25-34 years,26.00,679400.00,
